id,country_long,name,primary_fuel,capacity_mw,commissioning_year,passage
11613,United States of America,UCI Facilities Management Central Plant,Gas,19.0,2007.0,The UCI Facilities Management Central Plant power plant in United States of America. It is a Gas facility with a capacity of 19 MW. It was commissioned in 2007. Located at latitude 34 and longitude -118.
11614,United States of America,UCI Fuel Cell,Gas,1.4,2016.0,The UCI Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2016. Located at latitude 34 and longitude -118.
11615,United States of America,UCLA So Campus Cogen Project,Gas,43.0,1993.0,The UCLA So Campus Cogen Project power plant in United States of America. It is a Gas facility with a capacity of 43 MW. It was commissioned in 1993. Located at latitude 34 and longitude -118.
11616,United States of America,UCONN Cogen Facility,Gas,25.700000000000003,2006.0,The UCONN Cogen Facility power plant in United States of America. It is a Gas facility with a capacity of 26 MW. It was commissioned in 2006. Located at latitude 42 and longitude -72.
11617,United States of America,UCSD Fuel Cell Plant,Biomass,3.0,2011.0,The UCSD Fuel Cell Plant power plant in United States of America. It is a Biomass facility with a capacity of 3 MW. It was commissioned in 2011. Located at latitude 33 and longitude -117.
11618,United States of America,UDR Glastonbury Fuel Cell,Gas,3.4,2016.0,The UDR Glastonbury Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 3 MW. It was commissioned in 2016. Located at latitude 42 and longitude -73.
11619,United States of America,UI RCP Bridgeport Seaside,Gas,5.0,2015.44,The UI RCP Bridgeport Seaside power plant in United States of America. It is a Gas facility with a capacity of 5 MW. It was commissioned in 2015. Located at latitude 41 and longitude -73.
11620,United States of America,UI RCP New Haven Fuel Cell,Gas,2.8,2015.0,The UI RCP New Haven Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 3 MW. It was commissioned in 2015. Located at latitude 41 and longitude -73.
11621,United States of America,UI RCP Woodbridge FC,Gas,2.8,2017.0,The UI RCP Woodbridge FC power plant in United States of America. It is a Gas facility with a capacity of 3 MW. It was commissioned in 2017. Located at latitude 41 and longitude -73.
11622,United States of America,UL Advanced Wind Turbine Test Facility,Wind,3.5,2017.9428571428573,The UL Advanced Wind Turbine Test Facility power plant in United States of America. It is a Wind facility with a capacity of 4 MW. It was commissioned in 2018. Located at latitude 35 and longitude -102.
11623,United States of America,UMASS,Solar,4.0,2016.0,The UMASS power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2016. Located at latitude 42 and longitude -73.
11624,United States of America,UMCES Ground Mount,Solar,2.0,2018.0,The UMCES Ground Mount power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 39 and longitude -76.
11625,United States of America,UMCP CHP Plant,Gas,27.4,2003.0,The UMCP CHP Plant power plant in United States of America. It is a Gas facility with a capacity of 27 MW. It was commissioned in 2003. Located at latitude 39 and longitude -77.
11626,United States of America,UMES (MD) - Princess Anne,Solar,2.2,2011.0,The UMES (MD) - Princess Anne power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2011. Located at latitude 38 and longitude -76.
11627,United States of America,UMM Wind Turbine,Wind,1.7,2011.0,The UMM Wind Turbine power plant in United States of America. It is a Wind facility with a capacity of 2 MW. It was commissioned in 2011. Located at latitude 46 and longitude -96.
11628,United States of America,UMMS at Pocomoke,Solar,2.8,2013.0,The UMMS at Pocomoke power plant in United States of America. It is a Solar facility with a capacity of 3 MW. It was commissioned in 2013. Located at latitude 38 and longitude -76.
11629,United States of America,UNC-CH LFG Facility,Waste,1.0,2013.0,The UNC-CH LFG Facility power plant in United States of America. It is a Waste facility with a capacity of 1 MW. It was commissioned in 2013. Located at latitude 36 and longitude -79.
11630,United States of America,UNH 7.9 MW Plant,Waste,7.9,2006.0,The UNH 7.9 MW Plant power plant in United States of America. It is a Waste facility with a capacity of 8 MW. It was commissioned in 2006. Located at latitude 43 and longitude -71.
11631,United States of America,US Borax,Gas,48.2,1984.0,The US Borax power plant in United States of America. It is a Gas facility with a capacity of 48 MW. It was commissioned in 1984. Located at latitude 35 and longitude -118.
11632,United States of America,US Foods Solar,Solar,6.0,2012.0,The US Foods Solar power plant in United States of America. It is a Solar facility with a capacity of 6 MW. It was commissioned in 2012. Located at latitude 41 and longitude -74.
11633,United States of America,US GSA - Sacramento,Solar,1.1,2018.0,The US GSA - Sacramento power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2018. Located at latitude 39 and longitude -121.
11634,United States of America,US GSA Heating and Transmission,Gas,10.8,2004.0,The US GSA Heating and Transmission power plant in United States of America. It is a Gas facility with a capacity of 11 MW. It was commissioned in 2004. Located at latitude 39 and longitude -77.
11635,United States of America,US Gypsum Oakfield,Gas,5.8,1986.0,The US Gypsum Oakfield power plant in United States of America. It is a Gas facility with a capacity of 6 MW. It was commissioned in 1986. Located at latitude 43 and longitude -78.
11636,United States of America,US Magnesium,Gas,48.0,1972.0,The US Magnesium power plant in United States of America. It is a Gas facility with a capacity of 48 MW. It was commissioned in 1972. Located at latitude 41 and longitude -113.
11637,United States of America,US-TOPCO (Soccer Center),Solar,3.0,2017.0,The US-TOPCO (Soccer Center) power plant in United States of America. It is a Solar facility with a capacity of 3 MW. It was commissioned in 2017. Located at latitude 35 and longitude -118.
11638,United States of America,USAA Black Bear Energy,Solar,1.9,2018.0,The USAA Black Bear Energy power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 40 and longitude -74.
11639,United States of America,USG 1,Solar,1.0,2014.0,The USG 1 power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2014. Located at latitude 33 and longitude -116.
11640,United States of America,USG 2,Solar,1.0,2016.0,The USG 2 power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2016. Located at latitude 33 and longitude -116.
11641,United States of America,USPS PV,Solar,10.7,2017.0,The USPS PV power plant in United States of America. It is a Solar facility with a capacity of 11 MW. It was commissioned in 2017. Located at latitude 34 and longitude -118.
11642,United States of America,USS Big Lake 1 Solar CSG,Solar,1.0,2019.0,The USS Big Lake 1 Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -94.
11643,United States of America,USS Brockway Solar CSG,Solar,1.0,2019.0,The USS Brockway Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 46 and longitude -94.
11644,United States of America,USS Brude Solar CSG,Solar,1.0,2019.0,The USS Brude Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 44 and longitude -94.
11645,United States of America,USS Centerfield Solar CSG,Solar,1.0,2019.0,The USS Centerfield Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11646,United States of America,USS Cheyenne Solar LLC CSG,Solar,1.0,2020.0,The USS Cheyenne Solar LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 45 and longitude -93.
11647,United States of America,USS DVL Solar CSG,Solar,1.0,2019.0,The USS DVL Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -94.
11648,United States of America,USS Dubhe Solar CSG,Solar,1.0,2019.0,The USS Dubhe Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11649,United States of America,USS East Hauer Watt CSG,Solar,1.0,2019.0,The USS East Hauer Watt CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11650,United States of America,USS Eggo Solar CSG,Solar,1.0,2019.0,The USS Eggo Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -94.
11651,United States of America,USS Good Solar CSG,Solar,1.0,2019.0,The USS Good Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11652,United States of America,USS Greenhouse Solar LLC CSG,Solar,1.0,2020.0,The USS Greenhouse Solar LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 44 and longitude -93.
11653,United States of America,USS Haven Solar LLC CSG,Solar,1.0,2019.0,The USS Haven Solar LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 46 and longitude -94.
11654,United States of America,USS Hockey Pad Solar CSG,Solar,1.0,2019.0,The USS Hockey Pad Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -94.
11655,United States of America,USS JJ Solar CSG,Solar,1.0,2019.0,The USS JJ Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 46 and longitude -94.
11656,United States of America,USS Kasch Solar CSG,Solar,1.0,2018.0,The USS Kasch Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2018. Located at latitude 46 and longitude -94.
11657,United States of America,USS King 2 CSG,Solar,1.0,2019.0,The USS King 2 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -94.
11658,United States of America,USS Kost Trail Solar CSG,Solar,1.0,2019.0,The USS Kost Trail Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11659,United States of America,USS Lake Patterson Solar CSG,Solar,1.0,2019.0,The USS Lake Patterson Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -94.
11660,United States of America,USS Midtown Solar LLC CSG,Solar,1.0,2020.0,The USS Midtown Solar LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 46 and longitude -95.
11661,United States of America,USS Monarch Solar LLC CSG,Solar,1.0,2020.0,The USS Monarch Solar LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 45 and longitude -95.
11662,United States of America,USS Nillie Corn Solar CSG,Solar,1.0,2019.0,The USS Nillie Corn Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11663,United States of America,USS Norelius Solar CSG,Solar,1.0,2019.0,The USS Norelius Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11664,United States of America,USS Rapidan Solar CSG,Solar,1.0,2019.0,The USS Rapidan Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 44 and longitude -94.
11665,United States of America,USS Rockpoint Solar CSG,Solar,1.0,2019.0,The USS Rockpoint Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11666,United States of America,USS Solar Dawn CSG,Solar,1.0,2019.0,The USS Solar Dawn CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11667,United States of America,USS Solar Rapids CSG,Solar,1.0,2019.0,The USS Solar Rapids CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 46 and longitude -94.
11668,United States of America,USS Webster Solar CSG,Solar,1.0,2019.0,The USS Webster Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
11669,United States of America,USS White Cloud LLC CSG,Solar,1.0,2019.0,The USS White Cloud LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 46 and longitude -94.
11670,United States of America,UW Madison Charter Street Plant,Gas,11.0,1965.0,The UW Madison Charter Street Plant power plant in United States of America. It is a Gas facility with a capacity of 11 MW. It was commissioned in 1965. Located at latitude 43 and longitude -89.
11671,United States of America,Ubly,Oil,12.4,1984.1774193548383,The Ubly power plant in United States of America. It is a Oil facility with a capacity of 12 MW. It was commissioned in 1984. Located at latitude 44 and longitude -83.
11672,United States of America,Uilk Wind LLC,Wind,4.5,2010.0,The Uilk Wind LLC power plant in United States of America. It is a Wind facility with a capacity of 4 MW. It was commissioned in 2010. Located at latitude 44 and longitude -96.
11673,United States of America,Uintah,Hydro,1.2,1930.0,The Uintah power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 1930. Located at latitude 41 and longitude -110.
11674,United States of America,Ulster County Solar,Solar,1.4,2018.0,The Ulster County Solar power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2018. Located at latitude 42 and longitude -74.
11675,United States of America,Unalakleet,Oil,2.0,2010.5,The Unalakleet power plant in United States of America. It is a Oil facility with a capacity of 2 MW. It was commissioned in 2010. Located at latitude 64 and longitude -161.
11676,United States of America,Unalaska Power Module,Oil,1.1,1993.0,The Unalaska Power Module power plant in United States of America. It is a Oil facility with a capacity of 1 MW. It was commissioned in 1993. Located at latitude 54 and longitude -167.
11677,United States of America,Underhill,Solar,2.0,2019.0,The Underhill power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2019. Located at latitude 42 and longitude -74.
11678,United States of America,Union Carbide Seadrift Cogen,Gas,168.0,1986.369047619048,The Union Carbide Seadrift Cogen power plant in United States of America. It is a Gas facility with a capacity of 168 MW. It was commissioned in 1986. Located at latitude 29 and longitude -97.
11679,United States of America,Union City Wind Turbine,Wind,1.0,2010.0,The Union City Wind Turbine power plant in United States of America. It is a Wind facility with a capacity of 1 MW. It was commissioned in 2010. Located at latitude 40 and longitude -85.
11680,United States of America,Union County Resource Recovery,Waste,45.0,1994.0,The Union County Resource Recovery power plant in United States of America. It is a Waste facility with a capacity of 45 MW. It was commissioned in 1994. Located at latitude 41 and longitude -74.
11681,United States of America,Union Falls,Hydro,2.6,1987.0,The Union Falls power plant in United States of America. It is a Hydro facility with a capacity of 3 MW. It was commissioned in 1987. Located at latitude 45 and longitude -74.
11682,United States of America,Union HS at Casa Grande,Solar,1.6,2013.0,The Union HS at Casa Grande power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2013. Located at latitude 33 and longitude -112.
11683,United States of America,Union Power Station,Gas,2428.0,2003.0,The Union Power Station power plant in United States of America. It is a Gas facility with a capacity of 2428 MW. It was commissioned in 2003. Located at latitude 33 and longitude -93.
11684,United States of America,Union Renewable Energy Facility,Waste,3.2,2015.0,The Union Renewable Energy Facility power plant in United States of America. It is a Waste facility with a capacity of 3 MW. It was commissioned in 2015. Located at latitude 35 and longitude -82.
11685,United States of America,Union Valley,Hydro,38.6,1963.0,The Union Valley power plant in United States of America. It is a Hydro facility with a capacity of 39 MW. It was commissioned in 1963. Located at latitude 39 and longitude -120.
11686,United States of America,Unionville,Oil,53.2,1976.0,The Unionville power plant in United States of America. It is a Oil facility with a capacity of 53 MW. It was commissioned in 1976. Located at latitude 40 and longitude -93.
11687,United States of America,Unionville City of,Oil,8.7,1973.5172413793105,The Unionville City of power plant in United States of America. It is a Oil facility with a capacity of 9 MW. It was commissioned in 1974. Located at latitude 40 and longitude -93.
11688,United States of America,Unionville Hydro Project 2499 NY,Hydro,3.0,1984.0,The Unionville Hydro Project 2499 NY power plant in United States of America. It is a Hydro facility with a capacity of 3 MW. It was commissioned in 1984. Located at latitude 45 and longitude -75.
11689,United States of America,Unisea G 2,Oil,17.5,1992.5142857142853,The Unisea G 2 power plant in United States of America. It is a Oil facility with a capacity of 18 MW. It was commissioned in 1993. Located at latitude 54 and longitude -167.
11690,United States of America,Unit 4,Hydro,1.3,1993.0,The Unit 4 power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 1993. Located at latitude 40 and longitude -111.
11691,United States of America,United Stationers Supply Solar Electric,Solar,2.8,2012.0,The United Stationers Supply Solar Electric power plant in United States of America. It is a Solar facility with a capacity of 3 MW. It was commissioned in 2012. Located at latitude 40 and longitude -75.
11692,United States of America,Univ Minnesota CHP Plant,Gas,21.0,2017.0,The Univ Minnesota CHP Plant power plant in United States of America. It is a Gas facility with a capacity of 21 MW. It was commissioned in 2017. Located at latitude 45 and longitude -93.
11693,United States of America,Univ of Calif Santa Cruz Cogeneration,Gas,4.4,2015.0,The Univ of Calif Santa Cruz Cogeneration power plant in United States of America. It is a Gas facility with a capacity of 4 MW. It was commissioned in 2015. Located at latitude 37 and longitude -122.
11694,United States of America,Univ of California San Diego Solar,Solar,1.2,2009.0,The Univ of California San Diego Solar power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2009. Located at latitude 33 and longitude -117.
11695,United States of America,Univ of Massachusetts Medical Center,Gas,17.5,1998.7142857142856,The Univ of Massachusetts Medical Center power plant in United States of America. It is a Gas facility with a capacity of 18 MW. It was commissioned in 1999. Located at latitude 42 and longitude -72.
11696,United States of America,Univ of NC Chapel Hill Cogen Facility,Coal,32.0,1993.0,The Univ of NC Chapel Hill Cogen Facility power plant in United States of America. It is a Coal facility with a capacity of 32 MW. It was commissioned in 1993. Located at latitude 36 and longitude -79.
11697,United States of America,Univ of Oregon Central Power Station,Gas,11.0,2013.0,The Univ of Oregon Central Power Station power plant in United States of America. It is a Gas facility with a capacity of 11 MW. It was commissioned in 2013. Located at latitude 44 and longitude -123.
11698,United States of America,Univ of San Francisco Cogen,Gas,1.5,1987.0,The Univ of San Francisco Cogen power plant in United States of America. It is a Gas facility with a capacity of 2 MW. It was commissioned in 1987. Located at latitude 38 and longitude -122.
11699,United States of America,University Park North,Gas,726.0,2002.0,The University Park North power plant in United States of America. It is a Gas facility with a capacity of 726 MW. It was commissioned in 2002. Located at latitude 41 and longitude -88.
11700,United States of America,University Park Solar,Solar,1.5,2019.0,The University Park Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2019. Located at latitude 41 and longitude -78.
11701,United States of America,University Park South,Gas,353.4,2001.0,The University Park South power plant in United States of America. It is a Gas facility with a capacity of 353 MW. It was commissioned in 2001. Located at latitude 41 and longitude -88.
11702,United States of America,University Solar  LLC,Solar,24.0,2020.0,The University Solar  LLC power plant in United States of America. It is a Solar facility with a capacity of 24 MW. It was commissioned in 2020. Located at latitude 42 and longitude -72.
11703,United States of America,University of Alaska Fairbanks,Coal,22.6,1986.814159292036,The University of Alaska Fairbanks power plant in United States of America. It is a Coal facility with a capacity of 23 MW. It was commissioned in 1987. Located at latitude 65 and longitude -148.
11704,United States of America,University of Arizona - Biosphere 2,Gas,3.1,1995.1612903225805,The University of Arizona - Biosphere 2 power plant in United States of America. It is a Gas facility with a capacity of 3 MW. It was commissioned in 1995. Located at latitude 33 and longitude -111.
11705,United States of America,University of California San Diego Hybrid,Gas,35.5,2002.056338028169,The University of California San Diego Hybrid power plant in United States of America. It is a Gas facility with a capacity of 36 MW. It was commissioned in 2002. Located at latitude 33 and longitude -117.
11706,United States of America,University of Colorado,Gas,33.0,1992.0,The University of Colorado power plant in United States of America. It is a Gas facility with a capacity of 33 MW. It was commissioned in 1992. Located at latitude 40 and longitude -105.
11707,United States of America,University of Delaware Wind Turbine,Wind,2.0,2010.0,The University of Delaware Wind Turbine power plant in United States of America. It is a Wind facility with a capacity of 2 MW. It was commissioned in 2010. Located at latitude 39 and longitude -75.
11708,United States of America,University of Florida,Gas,54.2,1994.0,The University of Florida power plant in United States of America. It is a Gas facility with a capacity of 54 MW. It was commissioned in 1994. Located at latitude 30 and longitude -82.
11709,United States of America,University of Illinois Abbott Power Plt,Gas,80.3,1986.6961394769617,The University of Illinois Abbott Power Plt power plant in United States of America. It is a Gas facility with a capacity of 80 MW. It was commissioned in 1987. Located at latitude 40 and longitude -88.
11710,United States of America,University of Illinois Cogen Facility,Gas,59.900000000000006,1999.8597662771283,The University of Illinois Cogen Facility power plant in United States of America. It is a Gas facility with a capacity of 60 MW. It was commissioned in 2000. Located at latitude 42 and longitude -88.
11711,United States of America,University of Iowa Main Power Plant,Gas,30.7,1981.3550488599349,The University of Iowa Main Power Plant power plant in United States of America. It is a Gas facility with a capacity of 31 MW. It was commissioned in 1981. Located at latitude 42 and longitude -92.
11712,United States of America,University of Michigan,Gas,44.5,1980.6067415730336,The University of Michigan power plant in United States of America. It is a Gas facility with a capacity of 44 MW. It was commissioned in 1981. Located at latitude 42 and longitude -84.
11713,United States of America,University of Northern Iowa,Gas,7.5,1982.0,The University of Northern Iowa power plant in United States of America. It is a Gas facility with a capacity of 8 MW. It was commissioned in 1982. Located at latitude 43 and longitude -92.
11714,United States of America,University of Notre Dame,Coal,39.6,1992.29292929293,The University of Notre Dame power plant in United States of America. It is a Coal facility with a capacity of 40 MW. It was commissioned in 1992. Located at latitude 42 and longitude -86.
11715,United States of America,University of Oklahoma,Gas,18.6,1968.403225806452,The University of Oklahoma power plant in United States of America. It is a Gas facility with a capacity of 19 MW. It was commissioned in 1968. Located at latitude 35 and longitude -97.
11716,United States of America,University of Rochester,Gas,25.4,2005.0,The University of Rochester power plant in United States of America. It is a Gas facility with a capacity of 25 MW. It was commissioned in 2005. Located at latitude 43 and longitude -78.
11717,United States of America,University of Tennessee Steam Plant,Gas,5.0,1996.0,The University of Tennessee Steam Plant power plant in United States of America. It is a Gas facility with a capacity of 5 MW. It was commissioned in 1996. Located at latitude 36 and longitude -84.
11718,United States of America,University of Washington Power Plant,Oil,15.0,1987.8,The University of Washington Power Plant power plant in United States of America. It is a Oil facility with a capacity of 15 MW. It was commissioned in 1988. Located at latitude 48 and longitude -122.
11719,United States of America,Upchurch Solar Center LLC,Solar,5.0,2015.0,The Upchurch Solar Center LLC power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2015. Located at latitude 36 and longitude -78.
11720,United States of America,Upland Prairie,Wind,299.3,2019.0,The Upland Prairie power plant in United States of America. It is a Wind facility with a capacity of 299 MW. It was commissioned in 2019. Located at latitude 43 and longitude -95.
11721,United States of America,Upper Androscoggin,Hydro,1.6,1920.0,The Upper Androscoggin power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1920. Located at latitude 44 and longitude -70.
11722,United States of America,Upper Baker,Hydro,104.8,1959.0,The Upper Baker power plant in United States of America. It is a Hydro facility with a capacity of 105 MW. It was commissioned in 1959. Located at latitude 49 and longitude -122.
11723,United States of America,Upper Barker,Hydro,1.0,1987.0,The Upper Barker power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 1987. Located at latitude 44 and longitude -70.
11724,United States of America,Upper Beaver,Hydro,2.5,1907.0,The Upper Beaver power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1907. Located at latitude 38 and longitude -112.
11725,United States of America,Upper Beaver Falls Project,Hydro,1.5,1985.0,The Upper Beaver Falls Project power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1985. Located at latitude 44 and longitude -75.
11726,United States of America,Upper Blackstone (MA) Treasure Valley,Solar,5.0,2014.0,The Upper Blackstone (MA) Treasure Valley power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2014. Located at latitude 42 and longitude -72.
11727,United States of America,Upper Dawson,Hydro,4.4,1983.0,The Upper Dawson power plant in United States of America. It is a Hydro facility with a capacity of 4 MW. It was commissioned in 1983. Located at latitude 38 and longitude -120.
11728,United States of America,Upper Falls,Hydro,10.0,1922.0,The Upper Falls power plant in United States of America. It is a Hydro facility with a capacity of 10 MW. It was commissioned in 1922. Located at latitude 48 and longitude -117.
11729,United States of America,Upper Gorge,Hydro,37.5,1953.0,The Upper Gorge power plant in United States of America. It is a Hydro facility with a capacity of 38 MW. It was commissioned in 1953. Located at latitude 38 and longitude -119.
11730,United States of America,Upper Kalskag,Oil,1.1,2005.0,The Upper Kalskag power plant in United States of America. It is a Oil facility with a capacity of 1 MW. It was commissioned in 2005. Located at latitude 62 and longitude -160.
11731,United States of America,Upper Malad,Hydro,8.3,1948.0,The Upper Malad power plant in United States of America. It is a Hydro facility with a capacity of 8 MW. It was commissioned in 1948. Located at latitude 43 and longitude -115.
11732,United States of America,Upper Marlboro 1 CSG,Solar,2.0,2020.0,The Upper Marlboro 1 CSG power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2020. Located at latitude 39 and longitude -77.
11733,United States of America,Upper Mechanicville,Hydro,16.4,1983.0,The Upper Mechanicville power plant in United States of America. It is a Hydro facility with a capacity of 16 MW. It was commissioned in 1983. Located at latitude 43 and longitude -74.
11734,United States of America,Upper Molina,Hydro,9.9,1963.0,The Upper Molina power plant in United States of America. It is a Hydro facility with a capacity of 10 MW. It was commissioned in 1963. Located at latitude 39 and longitude -108.
11735,United States of America,Upper Newton Falls,Hydro,1.5,1927.0,The Upper Newton Falls power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1927. Located at latitude 44 and longitude -75.
11736,United States of America,Upper Pacolet Hydro,Hydro,1.1,2013.0,The Upper Pacolet Hydro power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 2013. Located at latitude 35 and longitude -82.
11737,United States of America,Upper Power Plant,Hydro,8.0,1982.0,The Upper Power Plant power plant in United States of America. It is a Hydro facility with a capacity of 8 MW. It was commissioned in 1982. Located at latitude 44 and longitude -112.
11738,United States of America,Upper Salmon A,Hydro,18.0,1937.0,The Upper Salmon A power plant in United States of America. It is a Hydro facility with a capacity of 18 MW. It was commissioned in 1937. Located at latitude 43 and longitude -115.
11739,United States of America,Upper Salmon B,Hydro,16.5,1947.0,The Upper Salmon B power plant in United States of America. It is a Hydro facility with a capacity of 16 MW. It was commissioned in 1947. Located at latitude 43 and longitude -115.
11740,United States of America,Upper Sterling,Hydro,2.2,1988.0,The Upper Sterling power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1988. Located at latitude 42 and longitude -90.
11741,United States of America,Upriver Dam Hydro Plant,Hydro,17.6,1967.636363636363,The Upriver Dam Hydro Plant power plant in United States of America. It is a Hydro facility with a capacity of 18 MW. It was commissioned in 1968. Located at latitude 48 and longitude -117.
11742,United States of America,Upson Rocky Creek Solar Plant,Solar,1.0,2012.0,The Upson Rocky Creek Solar Plant power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2012. Located at latitude 33 and longitude -84.
11743,United States of America,Upstream Wind Energy LLC,Wind,202.5,2019.0,The Upstream Wind Energy LLC power plant in United States of America. It is a Wind facility with a capacity of 202 MW. It was commissioned in 2019. Located at latitude 42 and longitude -98.
11744,United States of America,Upton Community Solar,Solar,2.0,2017.0,The Upton Community Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 42 and longitude -72.
11745,United States of America,Upton County Solar,Solar,150.0,2018.0,The Upton County Solar power plant in United States of America. It is a Solar facility with a capacity of 150 MW. It was commissioned in 2018. Located at latitude 31 and longitude -102.
11746,United States of America,Urquhart,Gas,758.8999999999999,1983.816708393728,The Urquhart power plant in United States of America. It is a Gas facility with a capacity of 759 MW. It was commissioned in 1984. Located at latitude 33 and longitude -82.
11747,United States of America,Ursa Community Solar,Solar,5.0,2017.0,The Ursa Community Solar power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2017. Located at latitude 45 and longitude -93.
11748,United States of America,Utah Red Hills Renewable Energy Park,Solar,80.0,2016.0,The Utah Red Hills Renewable Energy Park power plant in United States of America. It is a Solar facility with a capacity of 80 MW. It was commissioned in 2016. Located at latitude 38 and longitude -113.
